2016-01-01,9:30,14.6,114.4,13.4,1.9,S
2016-01-01,12:30,17.7,90.2,6.9,1.2,W
2016-01-01,18:30,18.4,95.4,3.1,0.1,N
2016-01-02,9:30,16.7,104.8,11.5,0.4,N
2016-01-02,12:30,15.4,112.0,16.3,1.5,SE
2016-01-02,18:30,13.8,105.9,16.3,0.4,Calm
2016-01-03,9:30,13.0,107.7,31.5,1.3,SW
2016-01-03,12:30,15.1,98.2,28.7,2.4,NW
2016-01-03,18:30,14.9,103.6,35.4,0.1,Calm
2016-01-04,9:30,19.9,99.9,16.6,0.1,N
2016-01-04,12:30,21.3,86.6,16.8,1.6,N
2016-01-04,18:30,22.4,91.4,16.9,0.6,N
2016-01-05,9:30,21.6,100.0,0,2.2,E
2016-01-05,12:30,22.3,77.7,0,1.9,NW
2016-01-05,18:30,21.5,92.2,2.8,1.0,SW
2016-01-06,9:30,21.6,97.7,0,0,Calm
2016-01-06,12:30,20.2,87.7,2.3,2.1,SW
2016-01-06,18:30,21.1,90.7,0,0,Calm
2016-01-07,9:30,20.5,103.4,1.3,0.4,NW
2016-01-07,12:30,21.7,82.8,1.0,1.9,S
2016-01-07,18:30,21.7,84.2,0,0.3,N
2016-01-08,9:30,21.3,100.4,3.3,0.3,NW
2016-01-08,12:30,22.0,77.7,0,2.4,S
2016-01-08,18:30,22.1,83.6,0,0,Calm
2016-01-09,9:30,22.0,97.6,0.7,0.3,NW
2016-01-09,12:30,22.5,69.3,0,2.9,S
2016-01-09,18:30,21.7,84.0,0.4,0,Calm
2016-01-10,9:30,22.2,95.8,0,0.8,W
2016-01-10,12:30,21.2,71.5,0,4.5,SW
2016-01-10,18:30,21.5,82.6,0,0.1,Calm
2016-01-11,9:30,21.8,94.3,0.5,1.7,SW
2016-01-11,12:30,20.6,70.6,0,4.4,W
2016-01-11,18:30,20.9,82.9,0,0.1,Calm
2016-01-12,9:30,21.5,94.5,0,1.2,NW
2016-01-12,12:30,21.7,62.4,0,4.0,S
2016-01-12,18:30,22.1,82.1,0,0,Calm
2016-01-13,9:30,22.2,92.9,0,1.4,S
2016-01-13,12:30,21.2,57.7,0,4.4,S
2016-01-13,18:30,21.1,84.5,0,0.2,N
2016-01-14,9:30,21.8,93.5,0,1.1,W
2016-01-14,12:30,21.7,59.5,0,5.0,SW
2016-01-14,18:30,21.7,85.1,0,0.3,N
2016-01-15,9:30,22.3,92.6,0,1.6,SW
2016-01-15,12:30,22.1,64.3,0,3.6,S
2016-01-15,18:30,21.9,82.7,0,0,Calm
2016-01-16,9:30,22.2,90.4,0,1.3,S
2016-01-16,12:30,20.7,62.2,0,2.8,SE
2016-01-16,18:30,19.7,90.1,0,0,Calm
2016-01-17,9:30,20.1,94.4,0.5,0.1,NW
2016-01-17,12:30,19.7,75.6,0.3,2.5,S
2016-01-17,18:30,19.2,85.5,0.0,0,Calm
2016-01-18,9:30,20.1,95.7,1.2,0.1,NW
2016-01-18,12:30,21.8,62.0,0,3.2,S
2016-01-18,18:30,21.8,77.8,0,0,Calm
2016-01-19,9:30,21.2,98.0,0,0,Calm
2016-01-19,12:30,22.7,56.5,0,2.8,SE
2016-01-19,18:30,22.1,78.6,0.8,0,Calm
2016-01-20,9:30,21.5,99.5,1.8,0,Calm
2016-01-20,12:30,23.3,62.3,0,3.7,S
2016-01-20,18:30,22.9,76.9,0.6,0,Calm
2016-01-21,9:30,22.3,95.9,0,1.2,SW
2016-01-21,12:30,23.5,58.2,0,3.1,S
2016-01-21,18:30,22.9,78.2,0.4,0,Calm
2016-01-22,9:30,22.4,95.3,0.4,0.6,W
2016-01-22,12:30,22.3,65.4,0.4,2.6,S
2016-01-22,18:30,22.7,71.9,0.5,0,Calm
2016-01-23,9:30,22.3,95.1,0,0.2,N
2016-01-23,12:30,22.9,51.4,0,3.8,S
2016-01-23,18:30,23.0,71.7,0,0,Calm
2016-01-24,9:30,21.5,96.7,0,0,Calm
2016-01-24,12:30,22.9,53.8,0,3.0,S
2016-01-24,18:30,22.9,72.9,0,0,Calm
2016-01-25,9:30,22.2,94.2,0,0,Calm
2016-01-25,12:30,23.1,59.9,0,3.6,S
2016-01-25,18:30,22.5,70.0,0.7,0.1,Calm
2016-01-26,9:30,22.2,91.4,0,0.5,NW
2016-01-26,12:30,22.8,57.1,0,4.1,S
2016-01-26,18:30,22.8,69.4,0.3,0.1,Calm
2016-01-27,9:30,22.7,88.5,0,0.1,NW
2016-01-27,12:30,23.0,54.8,0,4.0,W
2016-01-27,18:30,23.5,66.9,0,0.1,Calm
2016-01-28,9:30,22.8,88.4,0,0.8,W
2016-01-28,12:30,22.2,62.0,0,3.6,S
2016-01-28,18:30,21.7,70.1,0.1,0,Calm
2016-01-29,9:30,21.9,85.3,0,0.5,NW
2016-01-29,12:30,22.5,55.0,0,3.4,S
2016-01-29,18:30,21.9,74.1,0,0,Calm
2016-01-30,9:30,22.2,85.4,0,0.2,N
2016-01-30,12:30,22.6,57.4,0,3.3,SW
2016-01-30,18:30,21.4,70.7,0.6,0,Calm
2016-01-31,9:30,22.0,78.5,0,1.7,S
2016-01-31,12:30,21.3,53.3,0,4.3,S
2016-01-31,18:30,20.5,71.9,2.0,0.1,Calm
2016-02-01,9:30,22.2,77.8,0,1.2,S
2016-02-01,12:30,20.9,53.3,0,4.8,SW
2016-02-01,18:30,20.6,74.6,0.3,-0.0,N
2016-02-02,9:30,22.0,82.0,0,1.8,S
2016-02-02,12:30,22.1,52.5,0,4.0,S
2016-02-02,18:30,22.1,73.5,0,0.4,N
2016-02-03,9:30,22.6,83.5,0,1.2,SW
2016-02-03,12:30,22.0,58.5,0,4.8,SW
2016-02-03,18:30,22.8,74.4,0.2,0.8,NW
2016-02-04,9:30,23.8,83.4,0,2.0,SW
2016-02-04,12:30,23.6,58.7,0,5.7,SW
2016-02-04,18:30,23.6,71.1,0,0.1,Calm
2016-02-05,9:30,23.4,83.2,0,1.8,SW
2016-02-05,12:30,24.1,60.6,0,3.6,SW
2016-02-05,18:30,23.2,72.1,1.7,0,Calm
2016-02-06,9:30,23.9,79.5,0,1.6,S
2016-02-06,12:30,23.1,59.1,0,3.3,S
2016-02-06,18:30,22.8,79.1,0.1,0.3,N
2016-02-07,9:30,23.0,87.9,0,1.8,SW
2016-02-07,12:30,23.6,63.0,0,4.5,W
2016-02-07,18:30,23.9,72.3,0,0.4,N
2016-02-08,9:30,24.0,81.4,0,2.3,SE
2016-02-08,12:30,23.9,60.3,0,4.6,W
2016-02-08,18:30,23.4,73.8,0,-0.0,Calm
2016-02-09,9:30,23.8,79.3,0,2.3,S
2016-02-09,12:30,22.4,63.8,0,3.4,W
2016-02-09,18:30,22.2,78.0,0,0,Calm
2016-02-10,9:30,22.6,82.1,0,1.9,SW
2016-02-10,12:30,23.7,60.2,0,3.0,W
2016-02-10,18:30,23.5,77.3,0.0,0,Calm
2016-02-11,9:30,23.5,83.4,0,1.3,W
2016-02-11,12:30,23.4,58.4,0,2.8,SW
2016-02-11,18:30,23.2,74.8,0,0,Calm
2016-02-12,9:30,22.9,85.1,0,0.5,NW
2016-02-12,12:30,25.4,52.8,0,3.2,W
2016-02-12,18:30,25.0,73.0,0.2,0,Calm
2016-02-13,9:30,25.1,74.9,0,0.9,NW
2016-02-13,12:30,25.9,61.0,0.2,2.2,W
2016-02-13,18:30,25.5,70.4,0.4,-0.0,Calm
2016-02-14,9:30,25.6,75.3,0,1.6,W
2016-02-14,12:30,25.9,57.8,0,2.7,W
2016-02-14,18:30,25.8,70.6,0.2,0,Calm
2016-02-15,9:30,25.4,79.2,0,1.2,W
2016-02-15,12:30,24.3,58.2,0,3.5,W
2016-02-15,18:30,23.7,70.8,0.5,0.0,Calm
2016-02-16,9:30,24.6,68.2,0,1.7,W
2016-02-16,12:30,26.3,50.7,0,4.3,W
2016-02-16,18:30,25.7,59.4,0,0.8,N
2016-02-17,9:30,26.0,60.9,0,2.2,SW
2016-02-17,12:30,25.6,55.6,0,3.0,SW
2016-02-17,18:30,25.3,58.3,0.3,0.8,N
2016-02-18,9:30,25.3,71.6,0,0.4,NW
2016-02-18,12:30,25.8,55.3,0,3.2,W
2016-02-18,18:30,25.8,61.1,1.0,0.6,N
2016-02-19,9:30,25.4,75.9,0,2.1,S
2016-02-19,12:30,26.1,51.7,0,4.4,SW
2016-02-19,18:30,25.7,67.1,1.7,0.1,Calm
2016-02-20,9:30,25.6,77.5,0,1.1,W
